wn:00902108n	a-scan_ultrasonography%1:04:00::
wn:00474568n	ball%1:04:01::
wn:00107400n	ball%1:04:00::
wn:00471437n	ball_game%1:04:00::
wn:00557865n	ball_hawking%1:04:00::
wn:00528667n	ballet%1:04:00::
wn:11481487n	ballistics%1:19:00::
wn:00303221n	ballooning%1:04:00::
wn:00144182n	ballottement%1:04:00::
wn:00534849n	ballroom_dancing%1:04:00::
wn:00075618n	ballup%1:04:00::
wn:14522570n	balminess%1:26:00::
wn:07255401n	ban%1:10:01::
wn:00268457n	band_aid%1:04:00::
wn:00966294n	banditry%1:04:00::
wn:05751533n	bandwagon%1:09:00::
wn:11411839n	bandwagon_effect%1:19:00::
wn:14445226n	bane%1:26:00::
wn:07376257n	bang%1:11:00::
wn:07376539n	banging%1:11:00::
wn:00206302n	banishment%1:04:00::
wn:00169305n	bank%1:04:00::
wn:00229688n	bank_closing%1:04:00::
wn:01265325n	bank_examination%1:04:00::
wn:00396344n	bank_run%1:04:00::
wn:00110415n	bank_shot%1:04:00::
wn:00396213n	bank_withdrawal%1:04:00::
wn:01100658n	banking%1:04:01::
wn:01100273n	banking%1:04:00::
wn:00509566n	banking_game%1:04:00::
wn:01186397n	bankruptcy%1:04:00::
wn:00975074n	banzai_attack%1:04:00::
wn:01037819n	baptism%1:04:00::
wn:07197537n	bar_examination%1:10:00::
wn:07453924n	bar_mitzvah%1:11:00::
wn:00272123n	barbarization%1:04:00::
wn:00247654n	barbecuing%1:04:00::
wn:01044268n	bardolatry%1:04:00::
wn:00315534n	bareboating%1:04:00::
wn:00696300n	barium_enema%1:04:00::
wn:07376731n	bark%1:11:02::
wn:07376621n	bark%1:11:00::
wn:07449452n	barn_dance%1:11:00::
wn:07319399n	barnburner%1:11:00::
wn:11495708n	barometric_pressure%1:19:00::
wn:00589415n	baronetage%1:04:00::
wn:00987863n	barrage%1:04:00::
wn:01251010n	barrage_jamming%1:04:00::
wn:00776466n	barratry%1:04:02::
wn:00769401n	barratry%1:04:01::
wn:00765343n	barratry%1:04:00::
wn:00170536n	barrel_roll%1:04:00::
wn:00207622n	barring%1:04:00::
wn:01109687n	barter%1:04:00::
wn:00852522n	basal_body_temperature_method_of_family_planning%1:04:00::
wn:13437753n	basal_metabolism%1:22:00::
wn:00131090n	base_hit%1:04:00::
wn:00127286n	base_on_balls%1:04:00::
wn:00471613n	baseball%1:04:00::
wn:00564177n	baseball_play%1:04:00::
wn:00571444n	baseball_swing%1:04:00::
wn:07448038n	bash%1:11:01::
wn:05701944n	basic_cognitive_process%1:09:00::
wn:00895680n	basic_training%1:04:00::
wn:00190431n	basket%1:04:00::
wn:00480993n	basketball%1:04:00::
wn:00110057n	basketball_shot%1:04:00::
wn:00607293n	basketry%1:04:00::
wn:00272303n	bastardization%1:04:00::
wn:00422114n	bastinado%1:04:00::
wn:00247955n	basting%1:04:01::
wn:00458456n	bat%1:04:00::
wn:07454196n	bat_mitzvah%1:11:00::
wn:13437902n	batch_processing%1:22:00::
wn:00257770n	bath%1:04:00::
wn:00442437n	bathe%1:04:00::
wn:00427853n	bathing%1:04:00::
wn:00999089n	bathymetry%1:04:00::
wn:07184652n	batrachomyomachia%1:10:00::
wn:01176115n	battering%1:04:00::
wn:00768203n	battery%1:04:00::
wn:00126584n	batting%1:04:00::
wn:00953559n	battle%1:04:00::
wn:07339808n	battle_damage%1:11:00::
wn:01168840n	battle_of_wits%1:04:00::
wn:00480885n	battledore%1:04:00::
wn:00452734n	battue%1:04:00::
wn:07376836n	bay%1:11:00::
wn:07227055n	bayat%1:10:00::
wn:13438006n	beach_erosion%1:22:00::
wn:00036299n	beachhead%1:04:00::
wn:00452864n	beagling%1:04:00::
wn:11428379n	beam%1:19:01::
wn:11428023n	beam%1:19:00::
wn:00107551n	beanball%1:04:00::
wn:00813220n	bear_hug%1:04:00::
wn:00174782n	bear_hug%1:04:01::
wn:11477710n	beat%1:19:00::
wn:07376937n	beat%1:11:01::
wn:00547616n	beat%1:04:01::
wn:00314094n	beat%1:04:00::
wn:01265475n	beatification%1:04:01::
wn:01040128n	beatification%1:04:00::
wn:01176219n	beating%1:04:01::
wn:01160729n	beating%1:04:00::
wn:00261604n	beautification%1:04:00::
wn:00261797n	beauty_treatment%1:04:00::
wn:13438088n	bed-wetting%1:22:00::
wn:01064468n	bedrest%1:04:00::
wn:00916285n	beekeeping%1:04:00::
wn:07377082n	beep%1:11:00::
wn:00490155n	beggar-my-neighbor%1:04:00::
wn:07187996n	beggary%1:10:00::
wn:07290905n	beginning%1:11:00::
wn:00235435n	beginning%1:04:00::
wn:00515414n	beguilement%1:04:00::
wn:00535321n	beguine%1:04:00::
wn:00721660n	behalf%1:04:00::
wn:01220984n	behavior%1:04:00::
wn:01221254n	behavior%1:04:01::
wn:00700979n	behavior_therapy%1:04:00::
wn:07170572n	behest%1:10:00::
wn:00546216n	bel_canto%1:04:00::
wn:00117578n	belch%1:04:00::
wn:00117810n	belching%1:04:01::
wn:05726093n	believing%1:09:00::
wn:01220074n	belittling%1:04:00::
wn:07377244n	bell%1:11:00::
wn:00064789n	bell_ringer%1:04:00::
wn:07446920n	bell_ringing%1:11:00::
wn:00544441n	bell_ringing%1:04:00::
wn:00530554n	belly_dance%1:04:00::
wn:00443517n	belly_flop%1:04:00::
wn:07462405n	belmont_stakes%1:11:00::
wn:00626574n	bench_press%1:04:00::
wn:07310991n	bending%1:11:00::
wn:00405206n	bending%1:04:00::
wn:07189411n	benediction%1:10:00::
wn:06892534n	benefit%1:10:00::
wn:06892657n	benefit_concert%1:10:00::
wn:01139490n	benefit_of_clergy%1:04:00::
wn:01226679n	benevolence%1:04:00::
wn:07189562n	benison%1:10:00::
wn:00436609n	bent_hang%1:04:00::
wn:01031392n	berith%1:04:00::
wn:00152230n	bertillon_system%1:04:00::
wn:13438223n	bessemer_process%1:22:00::
wn:00127531n	best%1:04:00::
wn:00858060n	bestiality%1:04:00::
wn:01086356n	bestowal%1:04:00::
wn:00506658n	bet%1:04:00::
wn:00657080n	beta_blocker_eyedrop%1:04:00::
wn:13438521n	beta_decay%1:22:00::
wn:11428699n	beta_radiation%1:19:00::
wn:11428862n	beta_rhythm%1:19:00::
wn:05799952n	beta_test%1:09:00::
wn:07228211n	betrothal%1:10:00::
wn:01036778n	betrothal%1:04:00::
wn:01042998n	bhakti%1:04:00::
wn:01044867n	bibliolatry%1:04:00::
wn:07184735n	bicker%1:10:00::
wn:07459249n	bicycle_race%1:11:00::
wn:00451563n	bicycling%1:04:00::
wn:00786887n	bid%1:04:00::
wn:07186528n	bidding%1:10:00::
wn:01169112n	bidding_contest%1:04:00::
wn:00388710n	bifurcation%1:04:00::
wn:05887911n	big-bang_theory%1:09:00::
wn:07408796n	big_bang%1:11:00::
wn:00637912n	big_science%1:04:00::
wn:00775095n	bigamy%1:04:00::
wn:00551407n	bill%1:04:00::
wn:01197479n	bill_of_review%1:04:00::
wn:00499924n	billiards%1:04:00::
wn:07348545n	billow%1:11:00::
wn:11429057n	binding_energy%1:19:00::
wn:01007372n	binet-simon_scale%1:04:00::
wn:05740300n	bioassay%1:09:00::
wn:13438671n	biochemical_mechanism%1:22:00::
wn:11429238n	bioelectricity%1:19:00::
wn:00850260n	biogenesis%1:04:00::
wn:00961594n	biological_defense%1:04:00::
wn:00638080n	biological_research%1:04:00::
wn:00967780n	biological_warfare%1:04:00::
wn:00967993n	biological_warfare_defense%1:04:00::
wn:00411235n	biologism%1:04:00::
wn:11473488n	biology%1:19:00::
wn:11476619n	bioluminescence%1:19:00::
wn:00782629n	biopiracy%1:04:00::
wn:05740929n	biopsy%1:09:00::
wn:01135163n	bioremediation%1:04:00::
wn:13438817n	biosynthesis%1:22:00::
wn:00763132n	bioterrorism%1:04:00::
wn:00711799n	birdnesting%1:04:00::
wn:00343894n	birling%1:04:00::
wn:07320302n	birth%1:11:00::
wn:00851994n	birth_control%1:04:00::
wn:07448121n	birthday_party%1:11:00::
wn:11429356n	bise%1:19:00::
wn:00386450n	bisection%1:04:00::
wn:00857160n	bisexuality%1:04:00::
wn:00589494n	bishopry%1:04:00::
wn:05929363n	bit_part%1:09:00::
wn:01222333n	bitchery%1:04:00::
wn:07477413n	bite%1:11:00::
wn:00838816n	bite%1:04:00::
wn:00361041n	bite%1:04:01::
wn:05717115n	bitter%1:09:00::
wn:11429661n	black-body_radiation%1:19:00::
wn:07268166n	black_belt%1:10:00::
wn:01097739n	black_market%1:04:00::
wn:00984357n	black_operation%1:04:00::
wn:00274437n	blackening%1:04:00::
wn:00490350n	blackjack%1:04:00::
wn:00784598n	blackmail%1:04:00::
wn:07422506n	blackout%1:11:00::
wn:00159899n	blandishment%1:04:00::
wn:07377473n	blare%1:11:00::
wn:00128867n	blast%1:04:00::
wn:07408171n	blast%1:11:00::
wn:00103590n	blastoff%1:04:00::
wn:13438979n	blastogenesis%1:22:00::
wn:05992804n	blastogenesis%1:09:00::
wn:14125159n	blastomycosis%1:26:00::
wn:00419315n	blaxploitation%1:04:00::
wn:13439088n	blaze%1:22:00::
wn:00274009n	bleach%1:04:00::
wn:07377931n	bleat%1:11:00::
wn:07375405n	blend%1:11:00::
wn:00380696n	blend%1:04:00::
wn:07320894n	blessed_event%1:11:00::
wn:01215392n	blessing%1:04:01::
wn:01043693n	blessing%1:04:00::
wn:07340453n	blighty_wound%1:11:00::
wn:00038573n	blind_alley%1:04:00::
wn:00303049n	blind_flying%1:04:00::
wn:00715949n	blind_stitching%1:04:00::
wn:00484362n	blindman's_bluff%1:04:00::
wn:00117959n	blink%1:04:00::
wn:07299203n	blip%1:11:00::
wn:00975781n	blitz%1:04:00::
wn:11509570n	blizzard%1:19:00::
wn:00088154n	block_grant%1:04:00::
wn:00183995n	block_vote%1:04:00::
wn:00954086n	blockade%1:04:00::
wn:01074694n	blockage%1:04:00::
wn:00064151n	blockbuster%1:04:00::
wn:00562398n	blocking%1:04:00::
wn:00902975n	blood-oxygenation_level_dependent_functional_magnetic_resonance_imaging%1:04:00::
wn:13439230n	blood_coagulation%1:22:00::
wn:00652803n	blood_count%1:04:00::
wn:14370526n	blood_extravasation%1:26:00::
wn:11429968n	blood_pressure%1:19:00::
wn:00451866n	blood_sport%1:04:00::
wn:05742551n	blood_test%1:09:00::
wn:00152990n	blood_typing%1:04:00::
wn:00224260n	bloodbath%1:04:00::
wn:00698004n	bloodletting%1:04:00::
wn:00221178n	bloodshed%1:04:01::
wn:13439390n	blooming%1:22:00::
wn:13439570n	blossoming%1:22:00::
wn:00072261n	blot%1:04:00::
wn:01173038n	blow%1:04:01::
wn:07338681n	blow%1:11:00::
wn:00835501n	blow%1:04:02::
wn:07408965n	blowback%1:11:00::
wn:13439807n	blowing%1:22:00::
wn:07318618n	blowout%1:11:00::
wn:07268302n	blue_ribbon%1:10:00::
wn:01050356n	blue_wall_of_silence%1:04:00::
wn:00756598n	bluff%1:04:00::
wn:13439935n	bluing%1:22:00::
wn:00074790n	blunder%1:04:00::
wn:00118268n	blush%1:04:00::
wn:11465297n	bluster%1:19:00::
wn:00502415n	board_game%1:04:00::
wn:00058337n	boarding%1:04:00::
wn:07229530n	boast%1:10:00::
wn:07459523n	boat_race%1:11:00::
wn:00449695n	boat_racing%1:04:00::
wn:00315390n	boating%1:04:00::
wn:00336274n	bob%1:04:00::
wn:00071864n	bobble%1:04:00::
wn:00447463n	bobsledding%1:04:00::
wn:00462997n	bocce%1:04:00::
wn:13440063n	bodily_process%1:22:00::
wn:00333572n	body_english%1:04:00::
wn:00625993n	bodybuilding%1:04:00::
wn:00713493n	bodywork%1:04:00::
wn:01223672n	bohemianism%1:04:00::
wn:06103422n	bohr_theory%1:09:00::
wn:13440779n	boiling%1:22:00::
wn:00247792n	boiling%1:04:00::
wn:14523669n	boisterousness%1:26:00::
wn:00530755n	bolero%1:04:00::
wn:11484260n	bolide%1:19:00::
wn:00497321n	bolivia%1:04:00::
wn:00204943n	bolt%1:04:00::
wn:07408288n	bomb_blast%1:11:00::
wn:00978580n	bombardment%1:04:02::
wn:00978413n	bombing%1:04:00::
wn:00979742n	bombing%1:04:01::
wn:00978764n	bombing_run%1:04:00::
wn:07298396n	bombshell%1:11:00::
wn:05738404n	bond_rating%1:09:00::
wn:00079603n	bond_trading%1:04:00::
wn:00843681n	bondage%1:04:00::
wn:00148653n	bonding%1:04:00::
wn:07303335n	bonfire%1:11:00::
wn:07376454n	bong%1:11:00::
wn:00607374n	bookbinding%1:04:00::
wn:01218327n	booking%1:04:00::
wn:00619230n	bookkeeping%1:04:00::
wn:13440935n	boolean_operation%1:22:00::
wn:07377682n	boom%1:11:01::
wn:07477587n	boom%1:11:02::
wn:00041614n	boondoggle%1:04:00::
wn:01211019n	boost%1:04:00::
wn:01211339n	boost%1:04:01::
wn:00422261n	boot%1:04:01::
wn:00092663n	bootlegging%1:04:00::
wn:00092847n	bootlegging%1:04:01::
wn:00923130n	boring%1:04:00::
wn:00084371n	borrowing%1:04:01::
wn:01111133n	borrowing%1:04:00::
wn:01128547n	bossism%1:04:00::
wn:01015551n	bottle_collection%1:04:01::
wn:00949042n	bottle_collection%1:04:02::
wn:13441154n	bottom_fermentation%1:22:00::
wn:07350401n	bounce%1:11:00::
wn:11431191n	boundary_layer%1:19:00::
wn:07456906n	bout%1:11:00::
wn:07378163n	bow-wow%1:11:00::
wn:07274425n	bow%1:10:01::
wn:00547765n	bow%1:04:01::
wn:00397545n	bowdlerism%1:04:00::
wn:00396825n	bowdlerization%1:04:00::
wn:13441387n	bowel_movement%1:22:00::
wn:00101410n	bowing%1:04:00::
wn:00461782n	bowling%1:04:00::
wn:00104976n	bowling%1:04:02::
wn:00041740n	bowling%1:04:01::
wn:00135148n	box%1:04:00::
wn:00445802n	boxing%1:04:00::
wn:07465960n	boxing_match%1:11:00::
wn:00206130n	boycott%1:04:00::
wn:00283450n	brachiation%1:04:00::
wn:13441536n	bradley_method_of_childbirth%1:22:00::
wn:07229747n	brag%1:10:00::
wn:07230089n	braggadocio%1:10:00::
wn:11487078n	brain_death%1:19:00::
wn:01062468n	brain_drain%1:04:00::
wn:00667246n	brain_surgery%1:04:00::
wn:01203277n	brainstorming%1:04:00::
wn:00888960n	brainwashing%1:04:00::
wn:11431302n	brainwave%1:19:00::
wn:00247229n	braising%1:04:00::
wn:07421580n	brake_failure%1:11:00::
wn:00388392n	branching%1:04:00::
wn:01176431n	brawl%1:04:00::
wn:00370688n	braxton-hicks_contraction%1:04:00::
wn:07378059n	bray%1:11:00::
wn:00068901n	breach%1:04:01::
wn:00069173n	breach_of_contract%1:04:00::
wn:00069604n	breach_of_duty%1:04:00::
wn:00069815n	breach_of_promise%1:04:00::
wn:00069685n	breach_of_the_covenant_of_warranty%1:04:00::
wn:00069918n	breach_of_trust%1:04:00::
wn:00070077n	breach_of_trust_with_fraudulent_intent%1:04:00::
wn:00070215n	breach_of_warranty%1:04:00::
wn:07316856n	break%1:11:01::
wn:07367548n	break%1:11:02::
wn:07297633n	break%1:11:04::
wn:00500280n	break%1:04:03::
wn:00482892n	break%1:04:07::
wn:00383952n	break%1:04:01::
wn:00294748n	break%1:04:02::
wn:00059989n	break%1:04:04::
wn:00526412n	break_dancing%1:04:00::
wn:00376400n	breakage%1:04:00::
wn:00385266n	breakaway%1:04:00::
wn:07421316n	breakdown%1:11:01::
wn:05781800n	breakdown%1:09:00::
wn:00053020n	breaking_away%1:04:00::
wn:01068528n	breaking_off%1:04:00::
wn:11515526n	breaking_point%1:19:00::
wn:00151409n	breakthrough%1:04:02::
wn:00975955n	breakthrough%1:04:01::
wn:00571060n	breaststroke%1:04:00::
wn:00835032n	breath%1:04:00::
wn:11432262n	breath%1:19:00::
wn:07357253n	breath_of_fresh_air%1:11:00::
wn:00831191n	breathing%1:04:00::
wn:00185438n	breech_delivery%1:04:00::
wn:01129532n	breeding%1:04:01::
wn:00914929n	breeding%1:04:02::
wn:11431754n	breeze%1:19:00::
wn:14523787n	breeziness%1:26:00::
wn:00915140n	brewing%1:04:00::
wn:00776262n	bribery%1:04:00::
wn:00607458n	bricklaying%1:04:00::
wn:01037469n	bridal%1:04:00::
wn:00490569n	bridge%1:04:00::
wn:00491037n	bridge_whist%1:04:00::
wn:01146039n	bridle%1:04:00::
wn:07217782n	briefing%1:10:00::
wn:05709148n	brightness_constancy%1:09:00::
wn:06661243n	brinkmanship%1:10:00::
wn:11412179n	brisance%1:19:00::
wn:05766698n	broad_interpretation%1:09:00::
wn:00440382n	broad_jump%1:04:00::
wn:06619428n	broadcast%1:10:01::
wn:06264176n	broadcast_medium%1:10:00::
wn:00250597n	broadening%1:04:00::
wn:00988177n	broadside%1:04:00::
wn:00246754n	broil%1:04:00::
wn:00226511n	bronchospasm%1:04:00::
wn:00299826n	bronco_busting%1:04:00::
wn:13441812n	brooding%1:22:00::
wn:00552568n	brouhaha%1:04:00::
wn:11433140n	brownian_movement%1:19:00::
wn:06598648n	browse%1:10:00::
wn:00839023n	browse%1:04:00::
wn:00203649n	brush-off%1:04:00::
wn:07413714n	brush%1:11:00::
wn:00959376n	brush%1:04:00::
wn:00656386n	brush%1:04:03::
wn:00256620n	brush%1:04:02::
wn:00039545n	brush%1:04:04::
wn:11433297n	brush_discharge%1:19:00::
wn:07303466n	brush_fire%1:11:00::
wn:00424934n	brutality%1:04:00::
wn:00733317n	brutalization%1:04:01::
wn:00271879n	brutalization%1:04:00::
wn:00279534n	bruxism%1:04:00::
wn:00257969n	bubble_bath%1:04:00::
wn:00531745n	bubble_dance%1:04:00::
wn:00528298n	buck-and-wing%1:04:00::
wn:13441959n	budding%1:22:00::
wn:00389763n	buddy_system%1:04:00::
wn:00352585n	budget_cut%1:04:00::
wn:00513401n	buffoonery%1:04:00::
wn:00372226n	buildup%1:04:00::
wn:13442168n	buildup%1:22:00::
wn:00187144n	bull's_eye%1:04:00::
wn:00075790n	bull%1:04:00::
wn:00452034n	bullfighting%1:04:00::
wn:00598439n	bully_pulpit%1:04:00::
wn:01222477n	bullying%1:04:00::
wn:00779248n	bunco%1:04:00::
wn:07188979n	bundling%1:10:00::
wn:00322391n	bundling%1:04:00::
wn:00113954n	bundling%1:04:01::
wn:07448232n	bunfight%1:11:00::
wn:00536249n	bunny_hug%1:04:00::
wn:00128477n	bunt%1:04:00::
wn:01130905n	burden_of_proof%1:04:00::
wn:01025563n	bureaucratic_procedure%1:04:00::
wn:00785045n	burglary%1:04:00::
wn:07451687n	burial%1:11:00::
wn:07017999n	burlesque%1:10:00::
wn:00403911n	burn%1:04:00::
wn:00378069n	burning%1:04:00::
wn:01164618n	burning%1:04:02::
wn:00422391n	burning%1:04:03::
wn:07459642n	burnup%1:11:00::
wn:00356516n	burnup%1:04:00::
wn:00555325n	burst%1:04:02::
wn:01050627n	burying%1:04:00::
wn:01096245n	business%1:04:02::
wn:00550341n	business%1:04:03::
wn:01095753n	business_activity%1:04:00::
wn:07444100n	business_cycle%1:11:00::
wn:00606227n	business_life%1:04:00::
wn:01065945n	busman's_holiday%1:04:00::
wn:07184965n	bust-up%1:10:00::
wn:00175433n	bust-up_takeover%1:04:00::
wn:00510723n	bust%1:04:00::
wn:00555138n	bustle%1:04:00::
wn:00581621n	busywork%1:04:00::
wn:00620424n	butchery%1:04:00::
wn:00149699n	butt_welding%1:04:00::
wn:00570854n	butterfly%1:04:00::
wn:11412334n	butterfly_effect%1:19:00::
wn:07268413n	button%1:10:00::
wn:00410096n	buy-and-bust_operation%1:04:00::
wn:01097920n	buyer's_market%1:04:00::
wn:00081572n	buying%1:04:00::
wn:00789534n	buyout%1:04:00::
wn:07378234n	buzz%1:11:00::
wn:01260008n	buzz%1:04:00::
wn:00183240n	by-election%1:04:00::
wn:11412592n	by-product%1:19:00::
wn:07176499n	bye%1:10:01::
wn:00520672n	cabaret%1:04:00::
wn:00585964n	cabinet_minister%1:04:00::
wn:00617601n	cabinetmaking%1:04:00::
wn:00607542n	cabinetwork%1:04:00::
wn:00315307n	cabotage%1:04:00::
wn:07378437n	cackle%1:11:00::
wn:00589596n	cadetship%1:04:00::
wn:06884520n	caduceus%1:10:00::
wn:07177111n	cahoot%1:10:00::
wn:00530874n	cakewalk%1:04:00::
wn:00036580n	cakewalk%1:04:01::
wn:07314838n	calamity%1:11:00::
wn:13442312n	calcification%1:22:00::
wn:13442476n	calcination%1:22:00::
wn:00868910n	calculation%1:04:00::
wn:05802185n	calculation%1:09:00::
wn:05796423n	calculation%1:09:01::
wn:00300206n	calf_roping%1:04:00::
wn:00999245n	calibration%1:04:00::
wn:06474972n	california_personality_inventory%1:10:00::
wn:00589691n	caliphate%1:04:00::
wn:00627664n	calisthenics%1:04:00::
wn:00627437n	calisthenics%1:04:01::
wn:01218213n	call-back%1:04:00::
wn:07231840n	call-out%1:10:00::
wn:01055954n	call%1:04:03::
wn:07190693n	call%1:10:04::
wn:01055493n	call%1:04:02::
wn:00164801n	call%1:04:00::
wn:00988556n	call_fire%1:04:00::
wn:07169353n	call_up%1:10:00::
wn:07232053n	calling_into_question%1:10:00::
wn:08428623n	callithump%1:14:00::
wn:00683915n	callosotomy%1:04:00::
wn:11431617n	calm_air%1:19:00::
wn:14522265n	calmness%1:26:00::
wn:01001814n	calorimetry%1:04:00::
wn:07306032n	calvary%1:11:00::
wn:13442639n	calving%1:22:00::
wn:01001344n	camber%1:04:00::
wn:00449892n	camel_racing%1:04:00::
wn:00267821n	camera_care%1:04:00::
wn:00798245n	campaign%1:04:02::
wn:00968155n	campaign%1:04:00::
wn:00309906n	campaign%1:04:01::
wn:00799537n	campaigning%1:04:00::
wn:07303585n	campfire%1:11:00::
wn:01055165n	camping%1:04:00::
wn:01142843n	canalization%1:04:00::
wn:00497060n	canasta%1:04:00::
wn:00531077n	cancan%1:04:00::
wn:00232386n	cancellation%1:04:00::
wn:14181713n	candidiasis%1:26:00::
wn:11433435n	candlelight%1:19:00::
wn:00462686n	candlepins%1:04:00::
wn:00495677n	canfield%1:04:00::
wn:00452947n	canned_hunt%1:04:00::
wn:00412839n	cannibalism%1:04:00::
wn:00994623n	cannonade%1:04:00::
wn:00321195n	cannulation%1:04:00::
wn:01040390n	canonization%1:04:00::
wn:00288486n	canter%1:04:00::
wn:01254882n	cantillation%1:04:00::
wn:11433546n	capacitance%1:19:00::
wn:00914795n	capacity%1:04:00::
wn:00720951n	capacity%1:04:01::
wn:00782792n	caper%1:04:01::
wn:00512267n	caper%1:04:03::
wn:11433806n	capillarity%1:19:00::
wn:00768353n	capital_offense%1:04:00::
wn:00952214n	capitalization%1:04:03::
wn:00951626n	capitalization%1:04:00::
wn:00093006n	capitalization%1:04:02::
wn:00067707n	capitulation%1:04:00::
wn:00512351n	capriole%1:04:00::
wn:07353232n	capsizing%1:11:00::
wn:00589769n	captainship%1:04:00::
wn:07209691n	caption%1:10:02::
wn:00088481n	capture%1:04:00::
wn:13442867n	capture%1:22:01::
wn:13442715n	capture%1:22:00::
wn:00775286n	capture%1:04:01::
wn:00166702n	capture%1:04:02::
wn:00267917n	car_care%1:04:00::
